event_id,event_name,date,city,region,nation,event_link,venue,attendance,latitude,longitude
601,UFC 274: Oliveira vs. Gaethje,2022-05-07,Phoenix,Arizona,USA,http://ufcstats.com/event-details/253d3f9e97ca149a,Footprint Center,17232.0,33.445833,-112.071389
600,UFC Fight Night: Font vs. Vera,2022-04-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6bf5a7d3e081ade2,UFC Apex,,36.068,-115.228
599,UFC Fight Night: Lemos vs. Andrade,2022-04-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/236a37d96d476164,UFC Apex,,36.068,-115.228
598,UFC Fight Night: Luque vs. Muhammad,2022-04-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8753e125f4499816,UFC Apex,,36.068,-115.228
597,UFC 273: Volkanovski vs. The Korean Zombie,2022-04-09,Jacksonville,Florida,USA,http://ufcstats.com/event-details/3a97fda0de6f1fa4,VyStar Veterans Memorial Arena,14605.0,30.325769,-81.645069
596,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,Columbus,Ohio,USA,http://ufcstats.com/event-details/1fac46d466abd5b8,Nationwide Arena,18630.0,39.969283,-83.006111
595,UFC Fight Night: Volkov vs. Aspinall,2022-03-19,London,England,United Kingdom,http://ufcstats.com/event-details/1d00756835ca67c9,The O2 Arena,17081.0,51.5029,0.0032
594,UFC Fight Night: Santos vs. Ankalaev,2022-03-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1f9344211ca7fd60,UFC Apex,,36.068,-115.228
593,UFC 272: Covington vs. Masvidal,2022-03-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/75e0d3cc2262b732,T-Mobile Arena,19425.0,36.102778,-115.178333
592,UFC Fight Night: Makhachev vs. Green,2022-02-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f6a7b02c42e9fc5b,UFC Apex,,36.068,-115.228
591,UFC Fight Night: Walker vs. Hill,2022-02-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/77940e45bc86208e,UFC Apex,,36.068,-115.228
590,UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Houston,Texas,USA,http://ufcstats.com/event-details/cbb682f5fcc44bfc,Toyota Center,17872.0,29.750833,-95.362222
589,UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/883922e5cd6d8473,UFC Apex,,36.068,-115.228
588,UFC 270: Ngannou vs. Gane,2022-01-22,Anaheim,California,USA,http://ufcstats.com/event-details/335ad945324c3a2e,Honda Center,17387.0,33.807778,-117.876667
587,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f5585e675af7afd4,UFC Apex,,36.068,-115.228
586,UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2a470ad41c22c25a,UFC Apex,,36.068,-115.228
585,UFC 269: Oliveira vs. Poirier,2021-12-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ef927e4fe2117ab8,T-Mobile Arena,18471.0,36.102778,-115.178333
584,UFC Fight Night: Font vs. Aldo,2021-12-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/509697e08673d2e5,UFC Apex,,36.068,-115.228
583,UFC Fight Night: Vieira vs. Tate,2021-11-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c95fbc085e17a532,UFC Apex,,36.068,-115.228
582,UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b5abaa65f87938eb,UFC Apex,,36.068,-115.228
581,UFC 268: Usman vs. Covington 2,2021-11-06,New York City,New York,USA,http://ufcstats.com/event-details/48e093ea1f43a053,Madison Square Garden,20715.0,40.750556,-73.993611
580,UFC 267: Blachowicz vs. Teixeira,2021-10-30,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/3974fa35c917af1d,Etihad Arena,10171.0,24.4603,54.604
579,UFC Fight Night: Costa vs. Vettori,2021-10-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a9c6c4301f6d088,UFC Apex,,36.068,-115.228
578,UFC Fight Night: Ladd vs. Dumont,2021-10-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8f4616698508f24d,UFC Apex,,36.068,-115.228
577,UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d247691a6c0e9034,UFC Apex,,36.068,-115.228
576,UFC Fight Night: Santos vs. Walker,2021-10-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e15d0a2519d6a0b5,UFC Apex,,36.068,-115.228
575,UFC 266: Volkanovski vs. Ortega,2021-09-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0eec866a077889f0,T-Mobile Arena,19029.0,36.102778,-115.178333
574,UFC Fight Night: Smith vs. Spann,2021-09-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4c27ca8c8481f79a,UFC Apex,,36.068,-115.228
573,UFC Fight Night: Brunson vs. Till,2021-09-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b9532d815060de7f,UFC Apex,,36.068,-115.228
572,UFC Fight Night: Barboza vs. Chikadze,2021-08-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0db9d2486d564a3c,UFC Apex,,36.068,-115.228
571,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2f13e4020cea5b38,UFC Apex,,36.068,-115.228
570,UFC 265: Lewis vs. Gane,2021-08-07,Houston,Texas,USA,http://ufcstats.com/event-details/972197a8c61ac413,Toyota Center,16604.0,29.750833,-95.362222
569,UFC Fight Night: Hall vs. Strickland,2021-07-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/320edfb0332b7073,UFC Apex,,36.068,-115.228
568,UFC Fight Night: Sandhagen vs. Dillashaw,2021-07-24,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e57f0b06ea39e360,UFC Apex,51.0,36.068,-115.228
567,UFC Fight Night: Makhachev vs. Moises,2021-07-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/40389d39a92f5bfa,UFC Apex,0.0,36.068,-115.228
566,UFC 264: Poirier vs. McGregor 3,2021-07-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a0be41c0380188d,T-Mobile Arena,20062.0,36.102778,-115.178333
565,UFC Fight Night: Gane vs. Volkov,2021-06-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a1d6b308781aa2f5,UFC Apex,0.0,36.068,-115.228
564,UFC Fight Night: Jung vs. Ige,2021-06-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9ddfb3369a3b0394,UFC Apex,,36.068,-115.228
563,UFC 263: Adesanya vs. Vettori 2,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f,Gila River Arena,17208.0,33.5321,-112.2612
562,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580,UFC Apex,0.0,36.068,-115.228
561,UFC Fight Night: Font vs. Garbrandt,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea,UFC Apex,,36.068,-115.228
560,UFC 262: Oliveira vs. Chandler,2021-05-15,Houston,Texas,USA,http://ufcstats.com/event-details/744f50016c39c26c,Toyota Center,16005.0,29.750833,-95.362222
559,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/58a36b4ccf5dc30e,UFC Apex,0.0,36.068,-115.228
558,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d57e6a8971b6d2bd,UFC Apex,,36.068,-115.228
557,UFC 261: Usman vs. Masvidal 2,2021-04-24,Jacksonville,Florida,USA,http://ufcstats.com/event-details/27541033b97c076d,VyStar Veterans Memorial Arena,15269.0,30.325769,-81.645069
556,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4a35913bd9aa4161,UFC Apex,0.0,36.068,-115.228
555,UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9114c8ded5ccd71d,UFC Apex,,36.068,-115.228
554,UFC 260: Miocic vs. Ngannou,2021-03-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6597b611f1c32555,UFC Apex,,36.068,-115.228
553,UFC Fight Night: Brunson vs. Holland,2021-03-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c36e1f4fa755ffb4,UFC Apex,,36.068,-115.228
